datetime,trading_date,open,last,high,low,prev_settlement,prev_close,volume,open_interest,total_turnover,limit_up,limit_down,a1,a2,a3,a4,a5,b1,b2,b3,b4,b5,a1_v,a2_v,a3_v,a4_v,a5_v,b1_v,b2_v,b3_v,b4_v,b5_v,change_rate
2024-03-29 21:07:00.000,2024-04-01,531.6,531.84,532.38,531.24,525.98,532.2,1516.0,78495.0,806189840.0,557.52,494.42,531.86,531.88,531.9,531.92,531.94,531.8,531.78,531.76,531.74,531.72,3.0,8.0,3.0,14.0,5.0,4.0,1.0,5.0,11.0,17.0,0.0111411080269212
2024-03-29 21:07:00.500,2024-04-01,531.6,531.84,532.38,531.24,525.98,532.2,1516.0,78495.0,806189840.0,557.52,494.42,531.86,531.88,531.9,531.92,531.94,531.8,531.78,531.76,531.74,531.72,3.0,5.0,6.0,14.0,5.0,4.0,1.0,5.0,8.0,20.0,0.0111411080269212
2024-03-29 21:07:01.000,2024-04-01,531.6,531.84,532.38,531.24,525.98,532.2,1516.0,78495.0,806189840.0,557.52,494.42,531.86,531.88,531.9,531.92,531.94,531.8,531.78,531.76,531.74,531.72,3.0,5.0,6.0,11.0,8.0,4.0,1.0,5.0,11.0,17.0,0.0111411080269212
2024-03-29 21:07:01.500,2024-04-01,531.6,531.84,532.38,531.24,525.98,532.2,1516.0,78495.0,806189840.0,557.52,494.42,531.86,531.88,531.9,531.92,531.94,531.8,531.78,531.76,531.74,531.72,1.0,5.0,6.0,11.0,8.0,4.0,1.0,5.0,11.0,17.0,0.0111411080269212
2024-03-29 21:07:02.000,2024-04-01,531.6,531.84,532.38,531.24,525.98,532.2,1516.0,78495.0,806189840.0,557.52,494.42,531.86,531.88,531.9,531.92,531.94,531.8,531.78,531.76,531.74,531.72,1.0,5.0,6.0,8.0,11.0,4.0,1.0,5.0,14.0,14.0,0.0111411080269212
2024-03-29 21:07:02.500,2024-04-01,531.6,531.84,532.38,531.24,525.98,532.2,1516.0,78495.0,806189840.0,557.52,494.42,531.86,531.88,531.9,531.92,531.94,531.82,531.8,531.78,531.76,531.74,1.0,5.0,6.0,8.0,11.0,1.0,4.0,1.0,5.0,14.0,0.0111411080269212
2024-03-29 21:07:03.000,2024-04-01,531.6,531.84,532.38,531.24,525.98,532.2,1516.0,78495.0,806189840.0,557.52,494.42,531.88,531.9,531.92,531.94,531.96,531.82,531.8,531.78,531.76,531.74,5.0,6.0,2.0,11.0,6.0,9.0,3.0,5.0,4.0,15.0,0.0111411080269212
2024-03-29 21:07:03.500,2024-04-01,531.6,531.84,532.38,531.24,525.98,532.2,1516.0,78495.0,806189840.0,557.52,494.42,531.88,531.9,531.92,531.94,531.96,531.84,531.82,531.8,531.78,531.76,4.0,6.0,2.0,7.0,9.0,3.0,9.0,2.0,8.0,10.0,0.0111411080269212
2024-03-29 21:07:04.000,2024-04-01,531.6,531.84,532.38,531.24,525.98,532.2,1516.0,78495.0,806189840.0,557.52,494.42,531.88,531.9,531.92,531.94,531.96,531.84,531.82,531.8,531.78,531.76,4.0,3.0,4.0,4.0,12.0,5.0,5.0,2.0,8.0,10.0,0.0111411080269212
2024-03-29 21:07:04.500,2024-04-01,531.6,531.84,532.38,531.24,525.98,532.2,1516.0,78495.0,806189840.0,557.52,494.42,531.88,531.9,531.92,531.94,531.96,531.84,531.82,531.8,531.78,531.76,4.0,3.0,4.0,1.0,15.0,5.0,5.0,9.0,1.0,14.0,0.0111411080269212
2024-03-29 21:07:05.000,2024-04-01,531.6,531.88,532.38,531.24,525.98,532.2,1520.0,78495.0,808317360.0,557.52,494.42,531.9,531.92,531.94,531.96,531.98,531.88,531.86,531.84,531.82,531.8,3.0,4.0,1.0,15.0,2.0,4.0,6.0,5.0,5.0,9.0,0.0112171565458762
2024-03-29 21:07:05.500,2024-04-01,531.6,531.9,532.38,531.24,525.98,532.2,1523.0,78493.0,809913060.0,557.52,494.42,531.94,531.96,531.98,532.0,532.02,531.9,531.88,531.86,531.84,531.82,4.0,3.0,9.0,10.0,3.0,4.0,6.0,8.0,10.0,5.0,0.0112551808053538
2024-03-29 21:07:06.000,2024-04-01,531.6,531.94,532.38,531.24,525.98,532.2,1527.0,78493.0,812040820.0,557.52,494.42,531.96,531.98,532.0,532.02,532.06,531.9,531.88,531.86,531.84,531.82,1.0,9.0,7.0,12.0,2.0,5.0,5.0,5.0,10.0,14.0,0.011331229324309
2024-03-29 21:07:06.500,2024-04-01,531.6,531.94,532.38,531.24,525.98,532.2,1527.0,78493.0,812040820.0,557.52,494.42,531.96,531.98,532.0,532.02,532.04,531.94,531.92,531.9,531.88,531.86,1.0,2.0,10.0,8.0,3.0,4.0,6.0,5.0,2.0,12.0,0.011331229324309
2024-03-29 21:07:07.000,2024-04-01,531.6,531.94,532.38,531.24,525.98,532.2,1527.0,78493.0,812040820.0,557.52,494.42,531.96,531.98,532.0,532.02,532.04,531.94,531.92,531.88,531.86,531.84,1.0,2.0,9.0,2.0,6.0,5.0,7.0,2.0,14.0,5.0,0.011331229324309
2024-03-29 21:07:07.500,2024-04-01,531.6,531.96,532.38,531.24,525.98,532.2,1528.0,78494.0,812572780.0,557.52,494.42,531.98,532.0,532.02,532.04,532.06,531.94,531.92,531.9,531.88,531.86,2.0,9.0,2.0,6.0,5.0,5.0,6.0,4.0,4.0,13.0,0.0113692535837865
2024-03-29 21:07:08.000,2024-04-01,531.6,531.92,532.38,531.24,525.98,532.2,1539.0,78501.0,818424000.0,557.52,494.42,531.98,532.0,532.02,532.06,532.08,531.94,531.9,531.88,531.86,531.84,3.0,6.0,5.0,13.0,9.0,1.0,4.0,4.0,13.0,6.0,0.0112932050648313
2024-03-29 21:07:08.500,2024-04-01,531.6,531.92,532.38,531.24,525.98,532.2,1540.0,78500.0,818955920.0,557.52,494.42,531.92,531.94,531.96,531.98,532.0,531.88,531.86,531.84,531.82,531.8,1.0,7.0,13.0,3.0,5.0,1.0,8.0,6.0,6.0,3.0,0.0112932050648313
2024-03-29 21:07:09.000,2024-04-01,531.6,531.88,532.38,531.24,525.98,532.2,1543.0,78502.0,820551560.0,557.52,494.42,531.9,531.92,531.94,531.96,531.98,531.88,531.86,531.84,531.82,531.8,1.0,1.0,4.0,6.0,9.0,3.0,5.0,6.0,9.0,6.0,0.0112171565458762
2024-03-29 21:07:09.500,2024-04-01,531.6,531.88,532.38,531.24,525.98,532.2,1546.0,78504.0,822147200.0,557.52,494.42,531.9,531.92,531.94,531.96,531.98,531.86,531.84,531.82,531.8,531.78,3.0,2.0,1.0,6.0,9.0,5.0,6.0,8.0,3.0,8.0,0.0112171565458762
2024-03-29 21:07:10.000,2024-04-01,531.6,531.88,532.38,531.24,525.98,532.2,1546.0,78504.0,822147200.0,557.52,494.42,531.88,531.9,531.92,531.94,531.96,531.86,531.84,531.82,531.8,531.78,1.0,1.0,2.0,1.0,6.0,5.0,5.0,5.0,7.0,3.0,0.0112171565458762
2024-03-29 21:07:10.500,2024-04-01,531.6,531.88,532.38,531.24,525.98,532.2,1548.0,78503.0,823210960.0,557.52,494.42,531.92,531.94,531.96,531.98,532.0,531.86,531.84,531.82,531.8,531.78,2.0,1.0,9.0,9.0,6.0,5.0,5.0,5.0,7.0,3.0,0.0112171565458762
2024-03-29 21:07:11.000,2024-04-01,531.6,531.88,532.38,531.24,525.98,532.2,1548.0,78503.0,823210960.0,557.52,494.42,531.9,531.92,531.94,531.96,531.98,531.88,531.86,531.84,531.82,531.8,1.0,2.0,1.0,8.0,9.0,1.0,6.0,5.0,5.0,10.0,0.0112171565458762
2024-03-29 21:07:11.500,2024-04-01,531.6,531.88,532.38,531.24,525.98,532.2,1548.0,78503.0,823210960.0,557.52,494.42,531.9,531.92,531.94,531.96,531.98,531.88,531.86,531.84,531.82,531.8,1.0,2.0,1.0,5.0,12.0,1.0,5.0,5.0,5.0,10.0,0.0112171565458762
2024-03-29 21:07:12.000,2024-04-01,531.6,531.92,532.38,531.24,525.98,532.2,1551.0,78501.0,824806700.0,557.52,494.42,531.94,531.96,531.98,532.0,532.02,531.9,531.88,531.86,531.84,531.82,1.0,5.0,12.0,9.0,4.0,1.0,4.0,5.0,5.0,5.0,0.0112932050648313
2024-03-29 21:07:12.500,2024-04-01,531.6,531.92,532.38,531.24,525.98,532.2,1551.0,78501.0,824806700.0,557.52,494.42,531.94,531.96,531.98,532.0,532.02,531.9,531.88,531.86,531.84,531.82,1.0,5.0,8.0,9.0,10.0,7.0,4.0,9.0,5.0,15.0,0.0112932050648313
2024-03-29 21:07:13.000,2024-04-01,531.6,531.94,532.38,531.24,525.98,532.2,1552.0,78500.0,825338640.0,557.52,494.42,531.96,531.98,532.0,532.02,532.04,531.9,531.88,531.86,531.84,531.82,5.0,5.0,9.0,10.0,10.0,8.0,4.0,9.0,11.0,15.0,0.011331229324309
2024-03-29 21:07:13.500,2024-04-01,531.6,531.92,532.38,531.24,525.98,532.2,1553.0,78500.0,825870560.0,557.52,494.42,531.96,531.98,532.0,532.02,532.04,531.9,531.88,531.86,531.84,531.82,5.0,5.0,9.0,9.0,10.0,8.0,4.0,9.0,15.0,12.0,0.0112932050648313
2024-03-29 21:07:14.000,2024-04-01,531.6,531.92,532.38,531.24,525.98,532.2,1553.0,78500.0,825870560.0,557.52,494.42,531.94,531.96,531.98,532.0,532.02,531.92,531.9,531.88,531.86,531.84,1.0,3.0,5.0,6.0,12.0,2.0,8.0,4.0,9.0,15.0,0.0112932050648313
2024-03-29 21:07:14.500,2024-04-01,531.6,531.94,532.38,531.24,525.98,532.2,1554.0,78500.0,826402500.0,557.52,494.42,531.96,531.98,532.0,532.02,532.04,531.9,531.88,531.86,531.84,531.82,3.0,5.0,9.0,12.0,8.0,4.0,9.0,5.0,14.0,12.0,0.011331229324309
2024-03-29 21:07:15.000,2024-04-01,531.6,531.94,532.38,531.24,525.98,532.2,1554.0,78500.0,826402500.0,557.52,494.42,531.96,531.98,532.0,532.02,532.04,531.9,531.88,531.86,531.84,531.82,3.0,5.0,9.0,9.0,11.0,4.0,5.0,9.0,15.0,11.0,0.011331229324309
2024-03-29 21:07:15.500,2024-04-01,531.6,531.94,532.38,531.24,525.98,532.2,1554.0,78500.0,826402500.0,557.52,494.42,531.96,531.98,532.0,532.02,532.04,531.9,531.88,531.86,531.84,531.82,2.0,5.0,6.0,12.0,6.0,4.0,5.0,9.0,15.0,11.0,0.011331229324309
2024-03-29 21:07:16.000,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1561.0,78498.0,830126320.0,557.52,494.42,532.0,532.02,532.04,532.06,532.08,531.92,531.9,531.88,531.86,531.84,7.0,9.0,3.0,9.0,6.0,10.0,4.0,5.0,12.0,12.0,0.0114072778432638
2024-03-29 21:07:16.500,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1561.0,78498.0,830126320.0,557.52,494.42,532.0,532.02,532.04,532.06,532.08,531.96,531.94,531.92,531.9,531.88,6.0,2.0,3.0,11.0,12.0,4.0,6.0,10.0,6.0,12.0,0.0114072778432638
2024-03-29 21:07:17.000,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1561.0,78498.0,830126320.0,557.52,494.42,532.0,532.02,532.06,532.08,532.1,531.96,531.94,531.92,531.9,531.88,6.0,2.0,8.0,12.0,7.0,5.0,5.0,9.0,6.0,15.0,0.0114072778432638
2024-03-29 21:07:17.500,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1561.0,78498.0,830126320.0,557.52,494.42,532.0,532.02,532.06,532.08,532.1,531.96,531.94,531.92,531.9,531.88,6.0,2.0,8.0,15.0,8.0,5.0,3.0,9.0,6.0,19.0,0.0114072778432638
2024-03-29 21:07:18.000,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1561.0,78498.0,830126320.0,557.52,494.42,532.0,532.02,532.06,532.08,532.1,531.96,531.94,531.92,531.9,531.88,6.0,2.0,8.0,15.0,8.0,5.0,3.0,9.0,6.0,18.0,0.0114072778432638
2024-03-29 21:07:18.500,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1561.0,78498.0,830126320.0,557.52,494.42,532.0,532.02,532.06,532.08,532.1,531.96,531.94,531.92,531.9,531.88,6.0,2.0,8.0,15.0,8.0,5.0,3.0,9.0,6.0,19.0,0.0114072778432638
2024-03-29 21:07:19.500,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1561.0,78498.0,830126320.0,557.52,494.42,532.0,532.02,532.06,532.08,532.1,531.96,531.94,531.92,531.9,531.88,6.0,2.0,8.0,15.0,8.0,5.0,3.0,9.0,6.0,18.0,0.0114072778432638
2024-03-29 21:07:20.000,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1561.0,78498.0,830126320.0,557.52,494.42,532.0,532.02,532.06,532.08,532.1,531.96,531.94,531.92,531.9,531.88,7.0,2.0,8.0,15.0,8.0,5.0,3.0,9.0,6.0,18.0,0.0114072778432638
2024-03-29 21:07:20.500,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1561.0,78498.0,830126320.0,557.52,494.42,532.0,532.02,532.06,532.08,532.1,531.96,531.94,531.92,531.9,531.88,7.0,2.0,6.0,15.0,8.0,5.0,3.0,9.0,6.0,18.0,0.0114072778432638
2024-03-29 21:07:21.000,2024-04-01,531.6,531.96,532.38,531.24,525.98,532.2,1566.0,78497.0,832786120.0,557.52,494.42,531.98,532.0,532.02,532.04,532.06,531.94,531.92,531.9,531.88,531.86,7.0,7.0,2.0,3.0,6.0,3.0,8.0,6.0,18.0,8.0,0.0113692535837865
2024-03-29 21:07:21.500,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1567.0,78497.0,833318100.0,557.52,494.42,532.0,532.02,532.06,532.08,532.1,531.94,531.92,531.9,531.88,531.86,7.0,2.0,6.0,15.0,3.0,4.0,4.0,6.0,15.0,8.0,0.0114072778432638
2024-03-29 21:07:22.000,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1567.0,78497.0,833318100.0,557.52,494.42,532.0,532.02,532.06,532.08,532.1,531.94,531.92,531.9,531.88,531.86,7.0,2.0,9.0,12.0,3.0,4.0,4.0,6.0,15.0,9.0,0.0114072778432638
2024-03-29 21:07:22.500,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1567.0,78497.0,833318100.0,557.52,494.42,532.0,532.02,532.06,532.08,532.1,531.96,531.94,531.92,531.9,531.88,7.0,2.0,9.0,12.0,3.0,1.0,4.0,4.0,6.0,15.0,0.0114072778432638
2024-03-29 21:07:23.000,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1567.0,78497.0,833318100.0,557.52,494.42,532.0,532.02,532.06,532.08,532.1,531.96,531.94,531.92,531.9,531.88,7.0,2.0,9.0,12.0,3.0,2.0,4.0,4.0,6.0,15.0,0.0114072778432638
2024-03-29 21:07:23.500,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1567.0,78497.0,833318100.0,557.52,494.42,532.0,532.02,532.06,532.08,532.1,531.96,531.94,531.92,531.9,531.88,7.0,2.0,6.0,12.0,6.0,3.0,3.0,4.0,9.0,12.0,0.0114072778432638
2024-03-29 21:07:24.000,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1567.0,78497.0,833318100.0,557.52,494.42,532.0,532.02,532.06,532.08,532.1,531.96,531.94,531.92,531.9,531.88,7.0,2.0,3.0,15.0,6.0,3.0,3.0,4.0,9.0,15.0,0.0114072778432638
2024-03-29 21:07:24.500,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1567.0,78497.0,833318100.0,557.52,494.42,532.0,532.02,532.06,532.08,532.1,531.96,531.94,531.92,531.9,531.88,7.0,2.0,3.0,15.0,6.0,3.0,3.0,4.0,8.0,15.0,0.0114072778432638
2024-03-29 21:07:25.000,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1567.0,78497.0,833318100.0,557.52,494.42,532.0,532.02,532.04,532.06,532.08,531.96,531.94,531.92,531.9,531.88,7.0,3.0,3.0,3.0,21.0,3.0,3.0,8.0,4.0,22.0,0.0114072778432638
2024-03-29 21:07:25.500,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1567.0,78497.0,833318100.0,557.52,494.42,532.0,532.02,532.04,532.06,532.08,531.96,531.94,531.92,531.9,531.88,7.0,3.0,3.0,3.0,21.0,2.0,3.0,8.0,4.0,22.0,0.0114072778432638
2024-03-29 21:07:26.000,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1567.0,78497.0,833318100.0,557.52,494.42,532.0,532.02,532.04,532.06,532.08,531.96,531.94,531.92,531.9,531.88,7.0,3.0,3.0,6.0,18.0,2.0,3.0,8.0,4.0,19.0,0.0114072778432638
2024-03-29 21:07:27.000,2024-04-01,531.6,532.0,532.38,531.24,525.98,532.2,1574.0,78490.0,837042100.0,557.52,494.42,532.02,532.04,532.06,532.08,532.1,531.98,531.96,531.94,531.92,531.9,2.0,3.0,6.0,15.0,6.0,2.0,3.0,3.0,7.0,7.0,0.0114453021027414
2024-03-29 21:07:27.500,2024-04-01,531.6,532.0,532.38,531.24,525.98,532.2,1574.0,78490.0,837042100.0,557.52,494.42,532.02,532.06,532.08,532.1,532.12,531.98,531.96,531.94,531.92,531.9,1.0,6.0,9.0,11.0,3.0,2.0,3.0,7.0,9.0,10.0,0.0114453021027414
2024-03-29 21:07:28.000,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1575.0,78489.0,837574080.0,557.52,494.42,532.02,532.06,532.08,532.1,532.12,531.98,531.96,531.94,531.92,531.9,1.0,6.0,8.0,11.0,6.0,1.0,3.0,7.0,12.0,10.0,0.0114072778432638
2024-03-29 21:07:28.500,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1575.0,78489.0,837574080.0,557.52,494.42,532.02,532.06,532.08,532.1,532.12,531.98,531.96,531.94,531.92,531.9,1.0,6.0,8.0,14.0,3.0,3.0,3.0,7.0,9.0,13.0,0.0114072778432638
2024-03-29 21:07:29.000,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1576.0,78489.0,838106060.0,557.52,494.42,532.02,532.06,532.08,532.1,532.12,531.98,531.96,531.94,531.92,531.9,1.0,6.0,8.0,11.0,6.0,2.0,3.0,7.0,12.0,10.0,0.0114072778432638
2024-03-29 21:07:29.500,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1576.0,78489.0,838106060.0,557.52,494.42,532.02,532.06,532.08,532.1,532.12,532.0,531.98,531.96,531.94,531.92,1.0,6.0,8.0,11.0,6.0,5.0,2.0,3.0,7.0,12.0,0.0114072778432638
2024-03-29 21:07:30.000,2024-04-01,531.6,532.02,532.38,531.24,525.98,532.2,1578.0,78488.0,839170100.0,557.52,494.42,532.06,532.08,532.1,532.12,532.14,532.0,531.98,531.96,531.94,531.92,6.0,8.0,10.0,6.0,2.0,5.0,2.0,7.0,3.0,16.0,0.0114833263622189
2024-03-29 21:07:30.500,2024-04-01,531.6,532.0,532.38,531.24,525.98,532.2,1579.0,78488.0,839702100.0,557.52,494.42,532.04,532.06,532.08,532.1,532.12,532.0,531.98,531.96,531.94,531.92,2.0,3.0,8.0,5.0,13.0,2.0,2.0,7.0,3.0,16.0,0.0114453021027414
2024-03-29 21:07:31.000,2024-04-01,531.6,532.0,532.38,531.24,525.98,532.2,1580.0,78488.0,840234100.0,557.52,494.42,532.04,532.06,532.08,532.1,532.12,532.0,531.98,531.96,531.94,531.92,4.0,3.0,5.0,5.0,9.0,2.0,2.0,3.0,6.0,9.0,0.0114453021027414
2024-03-29 21:07:31.500,2024-04-01,531.6,532.0,532.38,531.24,525.98,532.2,1582.0,78490.0,841298100.0,557.52,494.42,532.0,532.04,532.06,532.08,532.1,531.98,531.96,531.94,531.92,531.9,1.0,4.0,4.0,5.0,11.0,2.0,3.0,6.0,6.0,10.0,0.0114453021027414
2024-03-29 21:07:32.000,2024-04-01,531.6,532.0,532.38,531.24,525.98,532.2,1583.0,78490.0,841830100.0,557.52,494.42,532.04,532.06,532.08,532.1,532.12,531.98,531.96,531.94,531.92,531.9,2.0,4.0,5.0,11.0,3.0,2.0,3.0,6.0,6.0,10.0,0.0114453021027414
2024-03-29 21:07:32.500,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1584.0,78490.0,842362080.0,557.52,494.42,532.02,532.04,532.06,532.08,532.1,531.96,531.94,531.92,531.9,531.88,2.0,3.0,4.0,5.0,11.0,3.0,3.0,9.0,10.0,12.0,0.0114072778432638
2024-03-29 21:07:33.000,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1584.0,78490.0,842362080.0,557.52,494.42,532.0,532.02,532.04,532.06,532.08,531.96,531.94,531.92,531.9,531.88,1.0,2.0,3.0,4.0,8.0,3.0,3.0,3.0,17.0,6.0,0.0114072778432638
2024-03-29 21:07:33.500,2024-04-01,531.6,531.96,532.38,531.24,525.98,532.2,1587.0,78490.0,843957960.0,557.52,494.42,531.96,532.0,532.02,532.04,532.06,531.94,531.92,531.9,531.88,531.86,1.0,1.0,2.0,3.0,4.0,3.0,3.0,13.0,9.0,14.0,0.0113692535837865
2024-03-29 21:07:34.000,2024-04-01,531.6,531.96,532.38,531.24,525.98,532.2,1589.0,78490.0,845021880.0,557.52,494.42,532.0,532.02,532.04,532.06,532.08,531.98,531.96,531.94,531.92,531.9,2.0,3.0,6.0,9.0,8.0,1.0,8.0,3.0,3.0,7.0,0.0113692535837865
2024-03-29 21:07:34.500,2024-04-01,531.6,531.96,532.38,531.24,525.98,532.2,1598.0,78498.0,849809540.0,557.52,494.42,531.98,532.0,532.04,532.06,532.08,531.96,531.94,531.92,531.9,531.88,1.0,2.0,6.0,4.0,14.0,4.0,3.0,7.0,13.0,12.0,0.0113692535837865
2024-03-29 21:07:35.000,2024-04-01,531.6,531.96,532.38,531.24,525.98,532.2,1598.0,78498.0,849809540.0,557.52,494.42,531.98,532.0,532.04,532.06,532.08,531.96,531.94,531.92,531.9,531.88,2.0,2.0,6.0,7.0,14.0,4.0,7.0,3.0,8.0,15.0,0.0113692535837865
2024-03-29 21:07:35.500,2024-04-01,531.6,531.96,532.38,531.24,525.98,532.2,1599.0,78498.0,850341500.0,557.52,494.42,531.98,532.0,532.02,532.04,532.06,531.96,531.94,531.92,531.9,531.88,2.0,2.0,3.0,3.0,10.0,3.0,3.0,7.0,4.0,17.0,0.0113692535837865
2024-03-29 21:07:36.000,2024-04-01,531.6,531.96,532.38,531.24,525.98,532.2,1600.0,78498.0,850873460.0,557.52,494.42,531.98,532.0,532.02,532.04,532.06,531.96,531.94,531.92,531.9,531.88,1.0,2.0,3.0,3.0,13.0,2.0,3.0,7.0,4.0,23.0,0.0113692535837865
2024-03-29 21:07:36.500,2024-04-01,531.6,531.96,532.38,531.24,525.98,532.2,1600.0,78498.0,850873460.0,557.52,494.42,531.98,532.0,532.02,532.04,532.06,531.96,531.94,531.92,531.9,531.88,1.0,2.0,3.0,3.0,12.0,2.0,3.0,7.0,4.0,23.0,0.0113692535837865
2024-03-29 21:07:38.500,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1602.0,78498.0,851937420.0,557.52,494.42,532.0,532.04,532.06,532.08,532.1,531.98,531.96,531.94,531.92,531.9,2.0,3.0,9.0,11.0,5.0,9.0,2.0,3.0,3.0,7.0,0.0114072778432638
2024-03-29 21:07:39.000,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1611.0,78499.0,856725240.0,557.52,494.42,532.0,532.04,532.06,532.08,532.1,531.96,531.94,531.92,531.9,531.88,2.0,3.0,3.0,17.0,5.0,2.0,3.0,3.0,13.0,12.0,0.0114072778432638
2024-03-29 21:07:39.500,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1611.0,78499.0,856725240.0,557.52,494.42,532.0,532.04,532.06,532.08,532.1,531.98,531.96,531.94,531.92,531.9,2.0,3.0,3.0,20.0,2.0,1.0,3.0,3.0,3.0,4.0,0.0114072778432638
2024-03-29 21:07:40.000,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1612.0,78499.0,857257220.0,557.52,494.42,532.04,532.06,532.08,532.1,532.12,531.96,531.94,531.92,531.9,531.88,3.0,3.0,20.0,2.0,7.0,3.0,3.0,3.0,10.0,15.0,0.0114072778432638
2024-03-29 21:07:40.500,2024-04-01,531.6,531.96,532.38,531.24,525.98,532.2,1613.0,78499.0,857789180.0,557.52,494.42,532.02,532.04,532.06,532.08,532.1,531.96,531.94,531.92,531.9,531.88,4.0,3.0,3.0,14.0,5.0,2.0,3.0,3.0,10.0,15.0,0.0113692535837865
2024-03-29 21:07:41.000,2024-04-01,531.6,531.96,532.38,531.24,525.98,532.2,1614.0,78499.0,858321140.0,557.52,494.42,532.02,532.04,532.06,532.08,532.1,531.96,531.94,531.92,531.9,531.88,6.0,3.0,3.0,14.0,8.0,2.0,3.0,3.0,10.0,15.0,0.0113692535837865
2024-03-29 21:07:41.500,2024-04-01,531.6,532.0,532.38,531.24,525.98,532.2,1616.0,78498.0,859385140.0,557.52,494.42,532.02,532.04,532.06,532.08,532.1,531.96,531.94,531.92,531.9,531.88,4.0,2.0,3.0,14.0,8.0,2.0,3.0,3.0,10.0,15.0,0.0114453021027414
2024-03-29 21:07:42.000,2024-04-01,531.6,531.96,532.38,531.24,525.98,532.2,1617.0,78498.0,859917100.0,557.52,494.42,532.02,532.04,532.06,532.08,532.1,531.96,531.94,531.92,531.9,531.88,4.0,2.0,3.0,14.0,8.0,1.0,3.0,3.0,10.0,15.0,0.0113692535837865
2024-03-29 21:07:42.500,2024-04-01,531.6,532.02,532.38,531.24,525.98,532.2,1622.0,78501.0,862577180.0,557.52,494.42,532.04,532.06,532.08,532.1,532.14,532.02,531.96,531.94,531.92,531.9,3.0,6.0,14.0,11.0,3.0,5.0,4.0,3.0,7.0,10.0,0.0114833263622189
2024-03-29 21:07:43.000,2024-04-01,531.6,531.96,532.38,531.24,525.98,532.2,1630.0,78505.0,866833160.0,557.52,494.42,532.02,532.04,532.06,532.08,532.1,531.96,531.94,531.92,531.9,531.88,2.0,3.0,6.0,14.0,5.0,5.0,6.0,8.0,7.0,12.0,0.0113692535837865
2024-03-29 21:07:43.500,2024-04-01,531.6,531.96,532.38,531.24,525.98,532.2,1630.0,78505.0,866833160.0,557.52,494.42,532.02,532.04,532.06,532.08,532.1,531.98,531.96,531.94,531.92,531.9,2.0,3.0,6.0,11.0,11.0,3.0,3.0,7.0,6.0,12.0,0.0113692535837865
2024-03-29 21:07:44.000,2024-04-01,531.6,532.02,532.38,531.24,525.98,532.2,1632.0,78504.0,867897140.0,557.52,494.42,532.04,532.06,532.08,532.1,532.12,531.98,531.96,531.94,531.92,531.9,4.0,6.0,11.0,11.0,3.0,3.0,2.0,3.0,10.0,13.0,0.0114833263622189
2024-03-29 21:07:44.500,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1633.0,78503.0,868429120.0,557.52,494.42,532.04,532.06,532.08,532.1,532.12,531.98,531.96,531.94,531.92,531.9,4.0,6.0,11.0,8.0,6.0,2.0,2.0,7.0,10.0,13.0,0.0114072778432638
2024-03-29 21:07:45.000,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1634.0,78502.0,868961100.0,557.52,494.42,532.04,532.06,532.08,532.1,532.12,532.0,531.98,531.96,531.94,531.92,4.0,3.0,11.0,9.0,11.0,1.0,3.0,2.0,7.0,10.0,0.0114072778432638
2024-03-29 21:07:45.500,2024-04-01,531.6,531.98,532.38,531.24,525.98,532.2,1634.0,78502.0,868961100.0,557.52,494.42,532.04,532.06,532.08,532.1,532.12,531.98,531.96,531.94,531.92,531.9,4.0,4.0,10.0,9.0,11.0,3.0,7.0,6.0,11.0,7.0,0.0114072778432638
